ID	City	
INT	STRING	
5314	Kouvnic
5315	Kouvnic
5316	Solvenz
5317	Koul
5318	Kannvic
5319	Solvenz
5320	Prounov
5321	Kannvic
5322	Koul
5323	Prounov
5324	Koul
5325	Kouvnic
5326	Koul
5327	Transpasko
5328	Koul
5329	Koul
5330	Koul
5331	Prounov
5332	Kouvnic
5333	Pasko
5334	Kouvnic
5335	Pasko
5336	Koul
5337	Koul
5338	Koul
5339	Kouvnic
5340	Kannvic
5341	Pasko
5342	Koul
5343	Kannvic
5344	Prounov
5345	Kouvnic
5346	Koul
5347	Koul
5348	Solvenz
5349	Otello
5350	Prounov
5351	Prounov
5352	Prounov
5353	Prounov
5354	Kannvic
5355	Pasko
5356	Prounov
5357	Koul
5358	Otello
5359	Kouvnic
5360	Prounov
5361	Koul
5362	Pasko
5363	Pasko
5364	Koul
5365	Koul
5366	Prounov
5367	Koul
5368	Koul
5369	Koul
5370	Koul
5371	Prounov
5372	Koul
5373	Prounov
5374	Prounov
5375	Kannvic
5376	Prounov
5377	Ryzkland
5378	Koul
5379	Kannvic
5380	Prounov
5381	Sresk
5382	Koul
5383	Ryzkland
5384	Koul
5385	Koul
5386	Koul
5387	Koul
5388	Koul
5389	Prounov
5390	Koul
5391	Prounov
5392	Kouvnic
5393	Solvenz
5394	Transpasko
5395	Koul
5396	Koul
5397	Kouvnic
5398	Kouvnic
5399	Kannvic
5400	Kannvic
5401	Prounov
5402	Koul
5403	Solank
5404	Sresk
5405	Prounov
5406	Prounov
5407	Ryzkland
5408	Otello
5409	Koul
5410	Solank
5411	Solvenz
5412	Koul
5413	Kouvnic
5414	Koul
5415	Kouvnic
5416	Pasko
5417	Koul
5418	Koul
5419	Prounov
5420	Kouvnic
5421	Koul
5422	Prounov
5423	Kouvnic
5424	Sresk
5425	Prounov
5426	Koul
5427	Prounov
5428	Solvenz
5429	Koul
5430	Koul
5431	Prounov
5432	Pasko
5433	Koul
5434	Koul
5435	Kouvnic
5436	Sresk
5437	Kouvnic
5438	Prounov
5439	Koul
5440	Koul
5441	Kouvnic
5442	Koul
5443	Pasko
5444	Koul
5445	Kouvnic
5446	Kouvnic
5447	Ryzkland
5448	Koul
5449	Kannvic
5450	Koul
5451	Koul
5452	Koul
5453	Kouvnic
5454	Prounov
5455	Kannvic
5456	Prounov
5457	Koul
5458	Koul
5459	Prounov
5460	Koul
5461	Koul
5462	Sresk
5463	Kannvic
5464	Kouvnic
5465	Koul
5466	Sresk
5467	Solvenz
5468	Kouvnic
5469	Koul
5470	Prounov
5471	Solvenz
5472	Kouvnic
5473	Kouvnic
5474	Kouvnic
5475	Koul
5476	Koul
5477	Prounov
5478	Prounov
5479	Koul
5480	Prounov
5481	Prounov
5482	Koul
5483	Prounov
5484	Prounov
5485	Pasko
5486	Kouvnic
5487	Koul
5488	Prounov
5489	Ryzkland
5490	Kouvnic
5491	Prounov
5492	Prounov
5493	Kannvic
5494	Prounov
5495	Kouvnic
5496	Kannvic
5497	Prounov
5498	Prounov
5499	Prounov
5500	Kouvnic
5501	Prounov
5502	Prounov
5503	Kouvnic
5504	Prounov
5505	Solvenz
5506	Koul
5507	Koul
5508	Solank
5509	Koul
5510	Koul
5511	Prounov
5512	Kannvic
5513	Prounov
5514	Koul
5515	Kouvnic
5516	Kouvnic
5517	Otello
5518	Kouvnic
5519	Prounov
5520	Kouvnic
5521	Solank
5522	Kouvnic
5523	Koul
5524	Koul
5525	Prounov
5526	Prounov
5527	Tulamuk
5528	Koul
5529	Transpasko
5530	Prounov
5531	Prounov
5532	Ryzkland
5533	Koul
5534	Kannvic
5535	Prounov
5536	Kouvnic
5537	Prounov
5538	Koul
5539	Kouvnic
5540	Solank
5541	Solvenz
5542	Kannvic
5543	Koul
5544	Kouvnic
5545	Solvenz
5546	Koul
5547	Otello
5548	Koul
5549	Koul
5550	Koul
5551	Prounov
5552	Prounov
5553	Pasko
5554	Solvenz
5555	Prounov
5556	Prounov
5557	Koul
5558	Solank
5559	Tulamuk
5560	Prounov
5561	Tulamuk
5562	Kouvnic
5563	Prounov
5564	Kouvnic
5565	Prounov
5566	Solvenz
5567	Prounov
5568	Koul
5569	Koul
5570	Koul
5571	Koul
5572	Solank
5573	Tulamuk
5574	Koul
5575	Otello
5576	Prounov
5577	Koul
5578	Koul
5579	Tulamuk
5580	Koul
5581	Prounov
5582	Prounov
5583	Kannvic
5584	Koul
5585	Koul
5586	Pasko
5587	Koul
5588	Kouvnic
5589	Ryzkland
5590	Prounov
5591	Ryzkland
5592	Kouvnic
5593	Tulamuk
5594	Solvenz
5595	Prounov
5596	Kouvnic
5597	Prounov
5598	Kannvic
5599	Prounov
5600	Prounov
5601	Prounov
5602	Prounov
5603	Sresk
5604	Kouvnic
5605	Solank
5606	Prounov
5607	Kannvic
5608	Transpasko
5609	Prounov
5610	Koul
5611	Tulamuk
5612	Prounov
5613	Kouvnic
5614	Kouvnic
5615	Pasko
5616	Prounov
5617	Kouvnic
5618	Prounov
5619	Koul
5620	Koul
5621	Kouvnic
5622	Koul
5623	Koul
5624	Koul
5625	Ryzkland
5626	Solvenz
5627	Prounov
5628	Solvenz
5629	Solvenz
5630	Kouvnic
5631	Prounov
5632	Koul
5633	Ryzkland
5634	Kouvnic
5635	Kannvic
5636	Kannvic
5637	Koul
5638	Prounov
5639	Koul
5640	Koul
5641	Prounov
5642	Kannvic
5643	Sresk
5644	Kouvnic
5645	Prounov
5646	Prounov
5647	Prounov
5648	Transpasko
5649	Kannvic
5650	Prounov
5651	Koul
5652	Koul
5653	Solank
5654	Koul
5655	Koul
5656	Kouvnic
5657	Prounov
5658	Koul
5659	Pasko
5660	Koul
5661	Prounov
5662	Koul
5663	Koul
5664	Prounov
5665	Koul
5666	Kannvic
5667	Kouvnic
5668	Koul
5669	Kannvic
5670	Otello
5671	Prounov
5672	Koul
5673	Kannvic
5674	Koul
5675	Prounov
5676	Koul
5677	Koul
5678	Solvenz
5679	Prounov
5680	Koul
5681	Prounov
5682	Prounov
5683	Prounov
5684	Prounov
5685	Kouvnic
5686	Koul
5687	Koul
5688	Prounov
5689	Ryzkland
5690	Koul
5691	Prounov
5692	Koul
5693	Pasko
5694	Kouvnic
5695	Koul
5696	Koul
5697	Koul
5698	Koul
5699	Tulamuk
5700	Prounov
5701	Kouvnic
5702	Kouvnic
5703	Pasko
5704	Koul
5705	Koul
5706	Prounov
5707	Kouvnic
5708	Kouvnic
5709	Solvenz
5710	Kannvic
5711	Koul
5712	Prounov
5713	Prounov
5714	Solvenz
5715	Koul
5716	Kouvnic
5717	Koul
5718	Solank
5719	Kouvnic
5720	Koul
5721	Kannvic
5722	Koul
5723	Kannvic
5724	Koul
5725	Koul
5726	Kouvnic
5727	Kouvnic
5728	Prounov
5729	Ryzkland
5730	Prounov
5731	Sresk
5732	Prounov
5733	Prounov
5734	Koul
5735	Prounov
5736	Koul
5737	Prounov
5738	Tulamuk
5739	Prounov
5740	Prounov
5741	Koul
5742	Transpasko
5743	Koul
5744	Pasko
5745	Tulamuk
5746	Koul
5747	Koul
5748	Solank
5749	Koul
5750	Kannvic
5751	Koul
5752	Prounov
5753	Koul
5754	Koul
5755	Prounov
5756	Prounov
5757	Koul
5758	Tulamuk
5759	Koul
5760	Kouvnic
5761	Prounov
5762	Solank
5763	Koul
5764	Prounov
5765	Koul
5766	Kouvnic
5767	Prounov
5768	Ryzkland
5769	Koul
5770	Koul
5771	Prounov
5772	Koul
5773	Koul
5774	Prounov
5775	Kouvnic
5776	Koul
5777	Kannvic
5778	Koul
5779	Prounov
5780	Koul
5781	Koul
5782	Koul
5783	Solank
5784	Prounov
5785	Prounov
5786	Solvenz
5787	Solvenz
5788	Prounov
5789	Koul
5790	Koul
5791	Transpasko
5792	Kannvic
5793	Prounov
5794	Prounov
5795	Transpasko
5796	Kouvnic
5797	Tulamuk
5798	Prounov
5799	Koul
5800	Koul
5801	Koul
5802	Koul
5803	Koul
5804	Koul
5805	Koul
5806	Prounov
5807	Koul
5808	Pasko
5809	Kouvnic
5810	Solvenz
5811	Prounov
5812	Kannvic
5813	Prounov
5814	Prounov
5815	Pasko
5816	Kannvic
5817	Koul
5818	Prounov
5819	Solvenz
5820	Koul
5821	Prounov
5822	Transpasko
5823	Koul
5824	Koul
5825	Koul
5826	Koul
5827	Koul
5828	Kouvnic
5829	Koul
5830	Transpasko
5831	Koul
5832	Koul
5833	Prounov
5834	Koul
5835	Solvenz
5836	Kouvnic
5837	Koul
5838	Prounov
5839	Prounov
5840	Koul
5841	Koul
5842	Solvenz
5843	Prounov
5844	Koul
5845	Koul
5846	Prounov
5847	Koul
5848	Kouvnic
5849	Solank
5850	Prounov
5851	Prounov
5852	Ryzkland
5853	Otello
5854	Koul
5855	Kouvnic
5856	Koul
5857	Kouvnic
5858	Tulamuk
5859	Solvenz
5860	Ryzkland
5861	Koul
5862	Pasko
5863	Prounov
5864	Koul
5865	Prounov
5866	Kouvnic
5867	Solank
5868	Kouvnic
5869	Kouvnic
5870	Koul
5871	Solvenz
5872	Prounov
5873	Prounov
5874	Prounov
5875	Koul
5876	Prounov
5877	Solvenz
5878	Prounov
5879	Koul
5880	Kouvnic
5881	Otello
5882	Prounov
5883	Prounov
5884	Prounov
5885	Prounov
5886	Koul
5887	Solank
5888	Kouvnic
5889	Solvenz
5890	Kannvic
5891	Koul
5892	Prounov
5893	Koul
5894	Koul
5895	Kouvnic
5896	Koul
5897	Prounov
5898	Solank
5899	Prounov
5900	Kouvnic
5901	Prounov
5902	Koul
5903	Prounov
5904	Kouvnic
5905	Koul
5906	Prounov
5907	Solvenz
5908	Koul
5909	Prounov
5910	Prounov
5911	Prounov
5912	Kouvnic
5913	Transpasko
5914	Prounov
5915	Solvenz
5916	Prounov
5917	Tulamuk
5918	Kouvnic
5919	Koul
5920	Tulamuk
5921	Koul
5922	Transpasko
5923	Koul
5924	Kouvnic
5925	Koul
5926	Koul
5927	Solvenz
5928	Prounov
5929	Tulamuk
5930	Koul
5931	Kouvnic
5932	Transpasko
5933	Koul
5934	Prounov
5935	Solank
5936	Koul
5937	Koul
5938	Koul
5939	Koul
5940	Prounov
5941	Prounov
5942	Koul
5943	Kouvnic
5944	Koul
5945	Koul
5946	Prounov
5947	Prounov
5948	Koul
5949	Solvenz
5950	Koul
5951	Koul
5952	Prounov
5953	Prounov
5954	Prounov
5955	Prounov
5956	Koul
5957	Prounov
5958	Otello
5959	Solank
5960	Kouvnic
5961	Kouvnic
5962	Koul
5963	Prounov
5964	Kannvic
5965	Solvenz
5966	Prounov
5967	Prounov
5968	Tulamuk
5969	Koul
5970	Pasko
5971	Prounov
5972	Prounov
5973	Koul
5974	Koul
5975	Otello
5976	Solvenz
5977	Kouvnic
5978	Koul
5979	Otello
5980	Koul
5981	Sresk
5982	Prounov
5983	Transpasko
5984	Koul
5985	Prounov
5986	Prounov
5987	Prounov
5988	Kannvic
5989	Kouvnic
5990	Prounov
5991	Ryzkland
5992	Prounov
5993	Prounov
5994	Koul
5995	Koul
5996	Koul
5997	Koul
5998	Prounov
5999	Prounov
6000	Prounov
